--------- beginning of main
01-03 18:51:17.469 20477 20477 I chatty  : uid=10133 expire 99 lines
01-03 20:27:53.808 21448 21626 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:27:53.813 21448 21542 I chatty  : uid=10133 SoundPlayer expire 1 line
01-03 20:27:53.977 21448 21623 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:27:53.979 21448 21622 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:27:53.980 21448 21621 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:27:53.981 21448 21619 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:27:53.983 21448 21618 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:27:53.985 21448 21620 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:28:07.487 21448 21617 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:28:08.962 21448 21614 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:28:48.335 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 11 lines
01-03 20:28:48.336 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 11 lines
01-03 20:30:11.850 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:30:11.856 21448 21448 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 7 lines
01-03 20:30:11.856 21448 21624 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 6 lines
01-03 20:30:11.865 21448 21646 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 38 lines
01-03 20:30:16.892 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 2 lines
01-03 20:30:16.928 21448 21646 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 5 lines
01-03 20:30:16.933 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 3 lines
01-03 20:30:16.937 21448 21646 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 153 lines
01-03 20:30:17.302 21448 21653 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:30:17.336 21448 21654 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:17.380 21448 21655 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 3 lines
01-03 20:30:18.369 21448 21542 I chatty  : uid=10133 SoundPlayer expire 1 line
01-03 20:30:18.369 21448 21656 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 62 lines
01-03 20:30:18.373 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 12 lines
01-03 20:30:19.542 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 6 lines
01-03 20:30:19.545 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 6 lines
01-03 20:30:21.927 21448 21448 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:30.952 21448 21661 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 4 lines
01-03 20:30:30.973 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 1 line
01-03 20:30:31.071 21448 21656 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 42 lines
01-03 20:30:31.075 21448 21661 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:31.077 21448 21658 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:31.083 21448 21542 I chatty  : uid=10133 SoundPlayer expire 1 line
01-03 20:30:31.093 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 14 lines
01-03 20:30:31.242 21448 21655 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:31.243 21448 21654 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:31.244 21448 21653 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:30:31.244 21448 21651 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:31.246 21448 21650 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:31.247 21448 21652 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:46.877 21448 21649 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:48.367 21448 21646 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:30:57.856 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 8 lines
01-03 20:30:57.857 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 6 lines
01-03 20:31:38.217 21448 21448 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 7 lines
01-03 20:31:38.218 21448 21656 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 6 lines
01-03 20:31:38.225 21448 21666 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 148 lines
01-03 20:31:43.656 21448 21673 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:31:43.694 21448 21674 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:31:43.726 21448 21675 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 3 lines
01-03 20:31:44.675 21448 21666 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 48 lines
01-03 20:31:44.715 21448 21542 I chatty  : uid=10133 SoundPlayer expire 1 line
01-03 20:31:44.715 21448 21676 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 43 lines
01-03 20:31:44.733 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 18 lines
01-03 20:31:45.339 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 11 lines
01-03 20:31:45.340 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 13 lines
01-03 20:31:48.283 21448 21448 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 22 lines
01-03 20:31:51.455 21448 21686 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:31:52.725 21448 21688 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:04.698 21448 21678 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:04.701 21448 21675 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:04.703 21448 21674 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:04.704 21448 21673 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:32:04.806 21448 21671 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:04.806 21448 21670 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:04.808 21448 21672 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:07.202 21448 21666 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 21 lines
01-03 20:32:11.896 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:11.897 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:12.210 21448 21448 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:12.215 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 2 lines
01-03 20:32:12.217 21448 21666 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 8 lines
01-03 20:32:12.252 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 10 lines
01-03 20:32:12.253 21448 21666 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 166 lines
01-03 20:32:12.254 21448 21448 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 3 lines
01-03 20:32:12.625 21448 21698 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:32:12.661 21448 21699 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:12.688 21448 21700 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 3 lines
01-03 20:32:13.653 21448 21701 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 6 lines
01-03 20:32:14.296 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 6 lines
01-03 20:32:14.298 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 6 lines
01-03 20:32:42.212 21448 21669 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:32:43.651 21448 21666 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:05.013 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 1 line
01-03 20:33:06.656 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:06.658 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:06.693 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 1 line
01-03 20:33:06.697 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:33:06.705 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 5 lines
01-03 20:33:06.722 21448 21707 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 5 lines
01-03 20:33:06.728 21448 21709 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 4 lines
01-03 20:33:06.728 21448 21707 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 5 lines
01-03 20:33:06.729 21448 21708 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:33:06.732 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 10 lines
01-03 20:33:06.733 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 2 lines
01-03 20:33:36.729 21448 21707 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:49.416 21448 21448 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:53.497 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:33:53.527 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:53.534 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 2 lines
01-03 20:33:54.617 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:54.621 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:33:54.653 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 1 line
01-03 20:33:55.936 21448 21529 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:33:55.973 21448 21537 I chatty  : uid=10133 pool-2-thread-1 expire 1 line
01-03 20:33:55.987 21448 21528 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 3 lines
01-03 20:33:56.000 21448 21448 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 2 lines
01-03 20:33:56.001 21448 21701 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 3 lines
01-03 20:33:56.003 21448 21702 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:56.006 21448 21701 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 8 lines
01-03 20:33:56.009 21448 21700 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:56.009 21448 21701 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:56.010 21448 21699 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 1 line
01-03 20:33:56.011 21448 21701 I chatty  : uid=10133 com.qualcomm.ftcrobotcontroller expire 4 lines
01-03 20:33:56.011 21448 21698 V RobotCore: thread: ...terminating 'lynx incoming datagrams'
01-03 20:33:56.011 21448 21701 V ThreadPool: awaitTerminationOrExitApplication Lynx incoming datagram poller; interrupt thrown
01-03 20:33:56.011 21448 21698 V ThreadPool: container(0x0fd1a17e: lynx dg poller) removed id=1538 TID=21698 count=1
01-03 20:33:56.012 21448 21537 V Robocol : sending CMD_NOTIFY_USER_DEVICE_LIST(7321), attempt: 0
01-03 20:33:56.013 21448 21537 V Robocol : sending CMD_NOTIFY_OP_MODE_LIST(7322), attempt: 0
01-03 20:33:56.014 21448 21537 V Robocol : sending CMD_SHOW_TOAST(7326), attempt: 0
01-03 20:33:56.112 21448 21701 V RobotUsbDeviceFtdi: closing DQ143RN2
01-03 20:33:56.112 21448 21701 V FtDevice: vv********************DQ143RN2 closing********************vv 0x0dd7b284
01-03 20:33:56.112 21448 21701 V FtDevice: DQ143RN2 stopping thread readBufferManager
01-03 20:33:56.112 21448 21696 V FtDevice: DQ143RN2 thread readBufferManager is stopped
01-03 20:33:56.112 21448 21701 V FtDevice: DQ143RN2 stopping thread bulkPacketInWorker
01-03 20:33:56.113 21448 21695 V FtDevice: DQ143RN2 thread bulkPacketInWorker is stopped
01-03 20:33:56.114 21448 21701 V MonitoredUsbDeviceConnection: closing UsbDeviceConnection(DQ143RN2)
01-03 20:33:56.114 21448 21701 D UsbDeviceConnectionJNI: close
01-03 20:33:56.114 21448 21701 V FtDevice: ^^********************DQ143RN2 closed ********************^^
01-03 20:33:56.114 21448 21701 V LynxUsb : ...done disarmDevice()
01-03 20:33:56.115 21448 21701 V LynxUsb : ...doClose([DQ143RN2])
01-03 20:33:56.115 21448 21701 I FtcEventLoop: ======= TEARDOWN COMPLETE =======
